"AreaName","State","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Diseases of Heart",10273,155.69
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Stroke",2147,33.88
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Pneumonitis due to solids and liquids",288,5.05
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Cancer",9627,173.04
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Unintentional Injuries",3161,51.85
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Parkinsons disease",398,7.6
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Kidney Disease",503,7.82
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Stroke",2600,54.41
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Parkinsons disease",357,7.41
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Diabetes",1083,16.19
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Suicide",784,15.6
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Chronic liver disease and cirrhosis",870,12.67
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Kidney Disease",563,10.37
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Diabetes",1159,18.28
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"All Causes",45816,693.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Chronic liver disease and cirrhosis",643,11.76
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Septicemia",340,4.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Essential hypertension and hypertensive renal disease",304,6.04
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Kidney Disease",528,8.54
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Pneumonitis due to solids and liquids",303,4.59
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Diabetes",1196,21.01
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Chronic liver disease and cirrhosis",656,13.16
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Diseases of Heart",10755,141.12
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Influenza and pneumonia",1319,25.62
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Stroke",2446,44.57
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Suicide",880,15.81
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Influenza and pneumonia",768,11.42
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Unintentional Injuries",3096,46.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Suicide",766,15.53
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Suicide",1160,17.84
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Stroke",2428,45.46
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Diabetes",1736,23.38
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Essential hypertension and hypertensive renal disease",240,5.01
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"CLRD",2508,49.25
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Diseases of Heart",10539,190.03
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Essential hypertension and hypertensive renal disease",775,10.19
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"CLRD",2839,42.71
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Alzheimers disease",2099,33.97
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"All Causes",43392,798.4
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Influenza and pneumonia",1222,25.22
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Stroke",2138,31.9
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Cancer",11347,146.96
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Stroke",2480,49.02
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Septicemia",456,8.02
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Alzheimers disease",963,20.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Influenza and pneumonia",776,10.38
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Cancer",10690,148.53
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Unintentional Injuries",3018,46.73
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Chronic liver disease and cirrhosis",671,12.6
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Unintentional Injuries",2919,45.52
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Diabetes",1208,20.35
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Diabetes",1063,21.49
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Cancer",10678,154.24
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"All Causes",40500,810.4
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Parkinsons disease",458,7.5
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"CLRD",2560,46.53
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Homicide",509,8.96
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Chronic liver disease and cirrhosis",653,13.37
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Alzheimers disease",1045,22
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Diabetes",1173,17.96
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Chronic liver disease and cirrhosis",716,11.71
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Cancer",9073,177.87
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Alzheimers disease",2066,35.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Influenza and pneumonia",690,9.95
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"CLRD",3166,44.51
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Cancer",9919,159.96
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Parkinsons disease",408,7.6
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Kidney Disease",644,12.48
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Diabetes",1740,24.31
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Influenza and pneumonia",1133,22.56
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Homicide",418,6.74
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Parkinsons disease",551,7.92
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Essential hypertension and hypertensive renal disease",477,7.24
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Cancer",10081,153.22
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Diseases of Heart",10302,166.03
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Kidney Disease",614,12.2
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Chronic liver disease and cirrhosis",1009,13.9
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Septicemia",370,4.9
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Septicemia",546,8.41
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Essential hypertension and hypertensive renal disease",475,7.52
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"All Causes",48381,688.9
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"CLRD",3345,43.49
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Influenza and pneumonia",1058,16.18
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"All Causes",45554,731
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"All Causes",41058,795.9
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Pneumonitis due to solids and liquids",269,4.02
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Homicide",474,7.63
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Kidney Disease",414,5.7
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Homicide",389,5.97
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Homicide",532,9.01
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Parkinsons disease",448,6.93
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Stroke",2226,37.5
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Alzheimers disease",2348,33.73
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Influenza and pneumonia",1111,20.29
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Alzheimers disease",1433,28.7
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Septicemia",461,8.66
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Diseases of Heart",10584,213.99
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Pneumonitis due to solids and liquids",248,5.09
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Stroke",2162,28.61
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Parkinsons disease",488,7.82
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Alzheimers disease",1108,22.65
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"Essential hypertension and hypertensive renal disease",508,7.57
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Diseases of Heart",10800,223.1
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Stroke",2164,29.89
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Pneumonitis due to solids and liquids",260,3.46
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Homicide",470,9.18
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"CLRD",2926,43.07
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Homicide",504,9.25
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Diabetes",1153,20.85
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Diseases of Heart",10689,145.49
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Chronic liver disease and cirrhosis",1069,14.7
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Pneumonitis due to solids and liquids",233,3.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Septicemia",346,7.04
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Essential hypertension and hypertensive renal disease",422,7.07
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Essential hypertension and hypertensive renal disease",388,6.81
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Cancer",11085,148.64
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Alzheimers disease",2383,31.65
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Septicemia",549,8.27
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Suicide",1156,17.3
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Homicide",549,9.13
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Kidney Disease",546,8.28
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Essential hypertension and hypertensive renal disease",791,10.79
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Alzheimers disease",2160,29.96
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Suicide",767,14.79
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Alzheimers disease",1675,31.57
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"All Causes",42816,811.2
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"CLRD",2939,45.53
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Essential hypertension and hypertensive renal disease",397,6.49
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Unintentional Injuries",3352,55.97
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Alzheimers disease",2051,34.23
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Parkinsons disease",493,8.32
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Stroke",2648,53.83
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Parkinsons disease",496,8.66
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Essential hypertension and hypertensive renal disease",754,10.7
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Chronic liver disease and cirrhosis",661,12.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2013,"Unintentional Injuries",3349,48.62
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Unintentional Injuries",2956,47.28
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Suicide",945,16.36
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Homicide",494,9.29
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Homicide",528,8.47
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Septicemia",383,7.4
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Homicide",498,8.8
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Suicide",972,15.49
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Diseases of Heart",10966,189.76
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"All Causes",46365,767.1
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Diseases of Heart",10887,202.22
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Unintentional Injuries",2697,49.79
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Chronic liver disease and cirrhosis",826,12.4
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Essential hypertension and hypertensive renal disease",272,5.58
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"All Causes",45823,714.5
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Alzheimers disease",2097,32.7
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Unintentional Injuries",2326,46.25
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Chronic liver disease and cirrhosis",757,12.74
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Chronic liver disease and cirrhosis",794,12.13
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Septicemia",557,9.13
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Septicemia",505,8.61
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"CLRD",2799,46.01
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2011,"Pneumonitis due to solids and liquids",261,3.71
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Chronic liver disease and cirrhosis",752,11.91
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Kidney Disease",565,9.31
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Homicide",394,6.2
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Diabetes",1012,19.95
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Parkinsons disease",344,6.96
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Diseases of Heart",10852,207.88
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Essential hypertension and hypertensive renal disease",303,5.86
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"CLRD",2575,48.35
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Influenza and pneumonia",683,9.45
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Influenza and pneumonia",1297,22.58
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"All Causes",40050,818.4
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Pneumonitis due to solids and liquids",239,3.28
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2003,"Suicide",840,15.54
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2001,"Cancer",9143,173.82
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Alzheimers disease",1831,32.97
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Suicide",1060,16.7
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2000,"Homicide",410,7.91
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Parkinsons disease",592,8.2
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2009,"Stroke",2072,31.72
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2010,"All Causes",46762,693.1
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2012,"Septicemia",325,4.43
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2004,"Essential hypertension and hypertensive renal disease",408,7.43
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Influenza and pneumonia",905,14.77
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"CLRD",2553,51.22
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2002,"Diabetes",1231,22.97
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Diseases of Heart",10607,176.52
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Kidney Disease",544,11.11
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"CLRD",2686,42.94
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"CLRD",2821,47.95
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2005,"Unintentional Injuries",3150,54.72
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Suicide",1016,16.54
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Pneumonitis due to solids and liquids",256,4.08
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,1999,"Influenza and pneumonia",1287,27.22
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2007,"Septicemia",568,8.98
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2008,"Diseases of Heart",10385,162.28
"Arizona","AZ",4361304,2130780,2230524,27523,518279,373066,151238,31763,31594,545486,380359,169789,19511,2006,"Influenza and pneumonia",1166,19.56
